[DEBUG] 2021-03-12 05:59:20.912 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-03-12 05:59:20.920 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-03-12 05:59:20.926 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-03-12 05:59:20.999 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-03-12 05:59:21.000 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-03-12 05:59:21.189 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-03-12 05:59:21.190 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-03-12 05:59:21.194 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-03-12 05:59:21.428 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-03-12 05:59:21.448 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-03-12 05:59:21.448 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-03-12 05:59:21.466 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-03-12 05:59:21.496 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 05:59:21.497 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 05:59:21.497 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 05:59:21.497 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@51c959a4
[DEBUG] 2021-03-12 05:59:21.498 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@60f70249
[DEBUG] 2021-03-12 05:59:21.498 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@46c269e0
[DEBUG] 2021-03-12 05:59:21.500 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 05:59:21.500 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 05:59:21.500 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 05:59:21.501 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4eba373c
[DEBUG] 2021-03-12 05:59:21.502 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4eba373c
[DEBUG] 2021-03-12 05:59:21.502 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4eba373c
[DEBUG] 2021-03-12 05:59:21.504 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@75ae4a1f
[DEBUG] 2021-03-12 05:59:21.504 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@75ae4a1f
[DEBUG] 2021-03-12 05:59:21.504 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@75ae4a1f
[DEBUG] 2021-03-12 05:59:21.506 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@60bbacfc
[DEBUG] 2021-03-12 05:59:21.506 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@60bbacfc
[DEBUG] 2021-03-12 05:59:21.506 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@60bbacfc
[DEBUG] 2021-03-12 05:59:21.508 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3c5dbdf8
[DEBUG] 2021-03-12 05:59:21.508 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3c5dbdf8
[DEBUG] 2021-03-12 05:59:21.508 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@3c5dbdf8
[DEBUG] 2021-03-12 05:59:21.509 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2f5ac102
[DEBUG] 2021-03-12 05:59:21.509 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2f5ac102
[DEBUG] 2021-03-12 05:59:21.509 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2f5ac102
[DEBUG] 2021-03-12 05:59:21.511 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@3e33d73e
[DEBUG] 2021-03-12 05:59:21.511 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@3e33d73e
[DEBUG] 2021-03-12 05:59:21.511 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@3e33d73e
[DEBUG] 2021-03-12 05:59:21.512 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3804a9a8
[DEBUG] 2021-03-12 05:59:21.512 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3804a9a8
[DEBUG] 2021-03-12 05:59:21.513 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@22a6e998
[DEBUG] 2021-03-12 05:59:21.513 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@22a6e998
[DEBUG] 2021-03-12 05:59:21.514 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@4b6e1c0
[DEBUG] 2021-03-12 05:59:21.514 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@4b6e1c0
[DEBUG] 2021-03-12 05:59:21.515 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@15400fff
[DEBUG] 2021-03-12 05:59:21.516 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@77774571
[DEBUG] 2021-03-12 05:59:21.517 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@c27a3a2
[DEBUG] 2021-03-12 05:59:21.517 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@c27a3a2
[DEBUG] 2021-03-12 05:59:21.518 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@3ed7821
[DEBUG] 2021-03-12 05:59:21.518 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@3ed7821
[DEBUG] 2021-03-12 05:59:21.527 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@54d8c20d
[DEBUG] 2021-03-12 05:59:21.528 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@54d8c20d
