[DEBUG] 2021-03-12 04:28:29.674 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-03-12 04:28:29.679 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-03-12 04:28:29.682 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-03-12 04:28:29.751 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-03-12 04:28:29.752 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-03-12 04:28:29.927 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-03-12 04:28:29.928 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-03-12 04:28:29.932 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-03-12 04:28:30.161 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-03-12 04:28:30.179 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-03-12 04:28:30.180 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-03-12 04:28:30.198 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-03-12 04:28:30.229 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 04:28:30.229 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 04:28:30.229 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@66273da0
[DEBUG] 2021-03-12 04:28:30.230 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@51c959a4
[DEBUG] 2021-03-12 04:28:30.230 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@60f70249
[DEBUG] 2021-03-12 04:28:30.231 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@46c269e0
[DEBUG] 2021-03-12 04:28:30.233 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 04:28:30.233 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 04:28:30.233 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@7ff35a3f
[DEBUG] 2021-03-12 04:28:30.234 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4eba373c
